"Order ID",SKU,ASIN,Title,"Purchase Date","Last Update Date","Order Status",Fullfillment,"Item Status",Quantity,"Item Price","Item Tax","Shipping Price","Shipping Tax","Gift Price","Gift Tax","Item Promotional Discount","Shipping Promotional Discount","Promotional ID","Shipping City","Shipping State","Shipping Post","Shipping country"
114-1189949-1628248,RSR-SCOAC1980-55.2-091218-43.88,B01KYETOX0,"SLNCO SCOAC1980 Scow Suppressor Cover 7.6"" FDE Gun Stock Accessories","2018-11-18 04-22-51","2018-11-25 08-33-14",Shipped,Amazon,Shipped,1,67.42,0.00,0.18,0.00,0.00,0.00,0.00,0.18,"US Core Free Shipping Promotion A3JU1FCINF5SD0",PAOLA,KS,66071-8271,US
112-5682681-6412200,9D-YS1D-95HO,B00XGL85HK,"LiveFresh Premium Fine Mesh Stainless Steel Strainer with Non Slip Handle for Quinoa, Tea, Soup, Sifting, Baking, Straining - 5-1/2 Inch","2018-11-18 04-22-16","2018-11-18 18-30-05",Shipped,Amazon,Shipped,1,14.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"ARLINGTON HEIGHTS",IL,60004-7288,US
113-1517870-3630649,9D-YS1D-95HO,B00XGL85HK,"LiveFresh Premium Fine Mesh Stainless Steel Strainer with Non Slip Handle for Quinoa, Tea, Soup, Sifting, Baking, Straining - 5-1/2 Inch","2018-11-18 04-15-18","2018-11-21 20-38-19",Shipped,Amazon,Shipped,1,14.47,0.00,0.43,0.00,0.00,0.00,0.00,0.43,"US Core Free Shipping Promotion A3JU1FCINF5SD0","LOS ANGELES",CA,90036-1762,US
111-3388700-5485046,B5-ECAA-225R-SL,B00UPOVWD0,"LiveFresh Fine Mesh Stainless Steel Mini Tea Strainer with Non Slip Handle - 3 inch - Ideal Size for Straining Teas and Cocktails or Sifting Flour, Su","2018-11-18 04-05-41","2018-11-19 15-29-41",Shipped,Amazon,Shipped,1,7.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,CARROLLTON,GA,30117-6301,US
111-0143292-4705822,0B-K1IQ-514W,B00UPOVWEO,"LiveFresh Premium Quality Fine Mesh Stainless Steel Strainer Sieve Colander - 7-5/8 Inch","2018-11-18 03-41-16","2018-11-22 17-44-01",Shipped,Amazon,Shipped,1,14.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,SUNNYVALE,CA,94086-8422,US
113-1734292-9881059,LF2017RMS22-072117-A,B074539PSF,"LiveFresh Large Stainless Steel Fine Mesh Strainer with Reinforced Frame and Sturdy Rubber Handle Grip - Designed for Chefs and Commercial Kitchens &","2018-11-18 03-25-49","2018-11-19 05-01-11",Shipped,Amazon,Shipped,1,16.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,FREMONT,CA,94538-4795,US
111-2541152-4952257,FO-VS0D-4KOY,B01GAVLCGI,"LiveFresh Stainless Steel Heavy Duty Fine Mesh 13"" Splatter Screen with Resting Feet and Handle Grip","2018-11-18 03-18-23","2018-11-19 19-16-23",Shipped,Amazon,Shipped,1,8.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,ARVADA,CO,80002-1951,US
111-4994565-1259439,B5-ECAA-225R-SL,B00UPOVWD0,"LiveFresh Fine Mesh Stainless Steel Mini Tea Strainer with Non Slip Handle - 3 inch - Ideal Size for Straining Teas and Cocktails or Sifting Flour, Su","2018-11-18 03-15-02","2018-11-19 15-29-29",Shipped,Amazon,Shipped,2,15.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"New York",NY,10128,US
114-8031112-2979422,LF17CC505YD-112017-SL,B075TD8FYD,"LiveFresh Unbleached Cheesecloth with 50' All-Natural Unbleached Cooking Twine and Cheesemaking Guide eBook - Grade 50, 5.5 Yards (49.5sq feet) - Wash","2018-11-18 02-46-10","2018-11-19 01-11-18",Shipped,Amazon,Shipped,1,7.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,ARLINGTON,TX,76013-6840,US
113-8796544-4550602,LF2017RMS22-072117-A,B074539PSF,"LiveFresh Large Stainless Steel Fine Mesh Strainer with Reinforced Frame and Sturdy Rubber Handle Grip - Designed for Chefs and Commercial Kitchens &","2018-11-18 02-27-50","2018-11-20 05-25-19",Shipped,Amazon,Shipped,1,16.97,1.02,0.00,0.00,0.00,0.00,0.00,0.00,,DOYLESTOWN,PA,18901-4920,US
111-9856253-7030645,LF2017RMS22-072117-A,B074539PSF,"LiveFresh Large Stainless Steel Fine Mesh Strainer with Reinforced Frame and Sturdy Rubber Handle Grip - Designed for Chefs and Commercial Kitchens &","2018-11-18 02-25-50","2018-11-24 22-31-30",Shipped,Amazon,Shipped,1,16.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,MEMPHIS,TN,38133-3857,US
114-4962079-1176247,LF17CC505YD-112017-SL,B075TD8FYD,"LiveFresh Unbleached Cheesecloth with 50' All-Natural Unbleached Cooking Twine and Cheesemaking Guide eBook - Grade 50, 5.5 Yards (49.5sq feet) - Wash","2018-11-18 02-25-16","2018-11-20 01-08-55",Shipped,Amazon,Shipped,1,7.97,0.48,0.00,0.00,0.00,0.00,0.00,0.00,,LATROBE,PA,15650-1606,US
114-4276951-8568267,FO-VS0D-4KOY,B01GAVLCGI,"LiveFresh Stainless Steel Heavy Duty Fine Mesh 13"" Splatter Screen with Resting Feet and Handle Grip","2018-11-18 01-47-39","2018-11-19 22-49-39",Shipped,Amazon,Shipped,1,8.40,0.62,0.00,0.00,0.00,0.00,0.00,0.00,,Hutchinson,MN,55350,US
112-5868411-6988252,LMP-PIO00212-0-081618-5.58,B007SXV9U2,"Filters for the Ceramic or Stainless Raindrop Design Fountain 3 Per Pack","2018-11-18 01-04-41","2018-11-20 17-17-30",Shipped,Amazon,Shipped,2,40.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,SENECA,"SOUTH CAROLINA",29678-2051,US
111-4909407-2650656,LF2017COX-070917-A,B073TQ3M87,"LiveFresh Over the Sink Micro-perforated Stainless Steel 4-Quart Colander with Non-Slip Handle Grips and Rubber Feet - Handles Extend to Fit Any Sink","2018-11-18 01-02-48","2018-11-18 16-39-38",Shipped,Amazon,Shipped,1,17.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Raleigh,NC,27613,US
112-1231775-9945008,B5-ECAA-225R-SL,B00UPOVWD0,"LiveFresh Fine Mesh Stainless Steel Mini Tea Strainer with Non Slip Handle - 3 inch - Ideal Size for Straining Teas and Cocktails or Sifting Flour, Su","2018-11-18 00-57-27","2018-11-19 15-32-07",Shipped,Amazon,Shipped,1,7.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,SUDBURY,MA,01776-1328,US
111-5075235-8253830,LF2017RMS22-072117-A,B074539PSF,"LiveFresh Large Stainless Steel Fine Mesh Strainer with Reinforced Frame and Sturdy Rubber Handle Grip - Designed for Chefs and Commercial Kitchens &","2018-11-18 00-54-17","2018-11-18 08-32-59",Shipped,Amazon,Shipped,1,16.97,1.02,0.00,0.00,0.00,0.00,0.00,0.00,,PITTSBURGH,PA,15237-4230,US
113-4767449-9960254,0B-K1IQ-514W,B00UPOVWEO,"LiveFresh Premium Quality Fine Mesh Stainless Steel Strainer Sieve Colander - 7-5/8 Inch","2018-11-18 00-47-19","2018-11-19 22-43-11",Shipped,Amazon,Shipped,1,14.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Sanford,Michigan,48657,US
114-1641070-7505822,LF2017RMS22-072117-A,B074539PSF,"LiveFresh Large Stainless Steel Fine Mesh Strainer with Reinforced Frame and Sturdy Rubber Handle Grip - Designed for Chefs and Commercial Kitchens &","2018-11-18 00-40-57","2018-11-18 06-33-25",Shipped,Amazon,Shipped,1,16.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"HANSCOM AFB",MASSACHUSETTS,01731-2821,US
112-4127567-9972269,LF2017RMS22-072117-A,B074539PSF,"LiveFresh Large Stainless Steel Fine Mesh Strainer with Reinforced Frame and Sturdy Rubber Handle Grip - Designed for Chefs and Commercial Kitchens &","2018-11-18 00-38-10","2018-11-18 17-18-05",Shipped,Amazon,Shipped,1,16.97,1.34,0.00,0.00,0.00,0.00,0.00,0.00,,"SAINT PAUL",MN,55104-1117,US
111-3439964-6549808,0B-K1IQ-514W,B00UPOVWEO,"LiveFresh Premium Quality Fine Mesh Stainless Steel Strainer Sieve Colander - 7-5/8 Inch","2018-11-18 00-35-59","2018-11-18 11-29-03",Shipped,Amazon,Shipped,1,14.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"CORPUS CHRISTI",TX,78418-3066,US
112-9265943-1473001,B5-ECAA-225R-SL,B00UPOVWD0,"LiveFresh Fine Mesh Stainless Steel Mini Tea Strainer with Non Slip Handle - 3 inch - Ideal Size for Straining Teas and Cocktails or Sifting Flour, Su","2018-11-18 00-32-35","2018-11-19 15-30-51",Shipped,Amazon,Shipped,1,7.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,VISTA,CA,92081-7973,US
113-6267297-4613810,LF2017COX-070917-A,B073TQ3M87,"LiveFresh Over the Sink Micro-perforated Stainless Steel 4-Quart Colander with Non-Slip Handle Grips and Rubber Feet - Handles Extend to Fit Any Sink","2018-11-18 00-18-56","2018-11-18 17-36-03",Shipped,Amazon,Shipped,1,17.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"New York",NY,10028,US
112-8452880-4041033,0B-K1IQ-514W,B00UPOVWEO,"LiveFresh Premium Quality Fine Mesh Stainless Steel Strainer Sieve Colander - 7-5/8 Inch","2018-11-18 00-18-28","2018-11-18 19-49-11",Shipped,Amazon,Shipped,1,14.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,BRAINTREE,MA,02184-3622,US
112-8281599-5815425,LF2017COX-070917-A,B073TQ3M87,"LiveFresh Over the Sink Micro-perforated Stainless Steel 4-Quart Colander with Non-Slip Handle Grips and Rubber Feet - Handles Extend to Fit Any Sink","2018-11-18 00-13-46","2018-11-18 07-57-03",Shipped,Amazon,Shipped,1,17.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,STAMFORD,CT,06903-4832,US
114-4347887-7607427,LMP-FF97095-0-101818-6.35,B00K6ZR3PY,"Four Paws Magic Coat Dog Grooming Rotating Pin Comb","2018-11-18 00-11-57","2018-11-18 22-57-16",Shipped,Amazon,Shipped,1,12.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,PORTSMOUTH,NH,03801-4575,US
113-7515022-1405815,BRK-OP01381-39-102118-19.5,B001UDUR4U,"Opinel 112 Assorted Sweet Pop Colors Paring Kitchen Knives (Set of 4)","2018-11-18 00-04-06","2018-11-18 22-39-27",Shipped,Amazon,Shipped,1,39.00,2.93,0.00,0.00,0.00,0.00,0.00,0.00,,"EDEN PRAIRIE",MN,55347-1201,US
111-0045450-5405812,B5-ECAA-225R-SL,B00UPOVWD0,"LiveFresh Fine Mesh Stainless Steel Mini Tea Strainer with Non Slip Handle - 3 inch - Ideal Size for Straining Teas and Cocktails or Sifting Flour, Su","2018-11-17 23-58-50","2018-11-19 15-29-38",Shipped,Amazon,Shipped,2,15.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"SALT LAKE CITY",UT,84116-2913,US
112-5336806-3553853,LF2017RMS22-072117-A,B074539PSF,"LiveFresh Large Stainless Steel Fine Mesh Strainer with Reinforced Frame and Sturdy Rubber Handle Grip - Designed for Chefs and Commercial Kitchens &","2018-11-17 23-57-28","2018-11-18 06-41-17",Shipped,Amazon,Shipped,1,16.97,0.90,0.00,0.00,0.00,0.00,0.00,0.00,,STAUNTON,VA,24401-4738,US
111-4763526-2635444,0B-K1IQ-514W,B00UPOVWEO,"LiveFresh Premium Quality Fine Mesh Stainless Steel Strainer Sieve Colander - 7-5/8 Inch","2018-11-17 23-41-08","2018-11-18 10-19-26",Shipped,Amazon,Shipped,1,14.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,RICHBURG,SC,29729-9024,US
114-0655423-8121039,B5-ECAA-225R-SL,B00UPOVWD0,"LiveFresh Fine Mesh Stainless Steel Mini Tea Strainer with Non Slip Handle - 3 inch - Ideal Size for Straining Teas and Cocktails or Sifting Flour, Su","2018-11-17 23-36-39","2018-11-19 15-29-38",Shipped,Amazon,Shipped,1,7.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"ST GEORGE",UT,84770-4491,US
113-7998415-5157810,LF17CC505YD-112017-SL,B075TD8FYD,"LiveFresh Unbleached Cheesecloth with 50' All-Natural Unbleached Cooking Twine and Cheesemaking Guide eBook - Grade 50, 5.5 Yards (49.5sq feet) - Wash","2018-11-17 23-05-07","2018-11-19 01-09-19",Shipped,Amazon,Shipped,1,7.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,FAIRFIELD,CT,06824-3017,US
112-9571423-3258654,LF2017RMS22-072117-A,B074539PSF,"LiveFresh Large Stainless Steel Fine Mesh Strainer with Reinforced Frame and Sturdy Rubber Handle Grip - Designed for Chefs and Commercial Kitchens &","2018-11-17 22-53-47","2018-11-18 01-53-03",Canceled,Amazon,Cancelled,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,PAINESVILLE,OHIO,44077-2708,US
114-7571574-8521060,LF2017COX-070917-A,B073TQ3M87,"LiveFresh Over the Sink Micro-perforated Stainless Steel 4-Quart Colander with Non-Slip Handle Grips and Rubber Feet - Handles Extend to Fit Any Sink","2018-11-17 22-37-52","2018-11-18 07-38-29",Shipped,Amazon,Shipped,1,17.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,ALEXANDRIA,KY,41001-9224,US
114-3915718-9522617,LF17CC502YD-112017-SL,B075SLR878,"LiveFresh Unbleached Cheesecloth with 50' All-Natural Unbleached Cooking Twine and Cheesemaking Guide eBook - Grade 50, 2.5 Yards (22.5 sq. feet) - Wa","2018-11-17 22-33-13","2018-11-18 21-54-59",Shipped,Amazon,Shipped,1,5.97,0.50,0.00,0.00,0.00,0.00,0.00,0.00,,VANCOUVER,WA,98683-6907,US
112-4162150-6073009,LF2017COX-070917-A,B073TQ3M87,"LiveFresh Over the Sink Micro-perforated Stainless Steel 4-Quart Colander with Non-Slip Handle Grips and Rubber Feet - Handles Extend to Fit Any Sink","2018-11-17 22-31-29","2018-11-18 19-41-36",Shipped,Amazon,Shipped,1,17.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,AUSTIN,TX,78739-1986,US
114-7624690-9737815,LF17CC505YD-112017-SL,B075TD8FYD,"LiveFresh Unbleached Cheesecloth with 50' All-Natural Unbleached Cooking Twine and Cheesemaking Guide eBook - Grade 50, 5.5 Yards (49.5sq feet) - Wash","2018-11-17 22-30-12","2018-11-19 01-11-16",Shipped,Amazon,Shipped,1,7.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,SCHENECTADY,NY,12303-5375,US
114-8300048-3563443,B5-ECAA-225R-SL,B00UPOVWD0,"LiveFresh Fine Mesh Stainless Steel Mini Tea Strainer with Non Slip Handle - 3 inch - Ideal Size for Straining Teas and Cocktails or Sifting Flour, Su","2018-11-17 22-06-55","2018-11-19 15-30-52",Shipped,Amazon,Shipped,1,7.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Sharpsburg,GA,30277,US
112-2880367-7060253,9D-YS1D-95HO,B00XGL85HK,"LiveFresh Premium Fine Mesh Stainless Steel Strainer with Non Slip Handle for Quinoa, Tea, Soup, Sifting, Baking, Straining - 5-1/2 Inch","2018-11-17 21-56-58","2018-11-19 21-43-05",Shipped,Amazon,Shipped,1,14.47,1.32,0.00,0.00,0.00,0.00,0.00,0.00,,Stanwood,WA,98292,US
111-9431775-5985830,9D-YS1D-95HO,B00XGL85HK,"LiveFresh Premium Fine Mesh Stainless Steel Strainer with Non Slip Handle for Quinoa, Tea, Soup, Sifting, Baking, Straining - 5-1/2 Inch","2018-11-17 21-56-44","2018-11-19 04-25-48",Shipped,Amazon,Shipped,1,14.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,EDGARTOWN,MA,02539-7158,US
113-0642009-6412266,B5-ECAA-225R-SL,B00UPOVWD0,"LiveFresh Fine Mesh Stainless Steel Mini Tea Strainer with Non Slip Handle - 3 inch - Ideal Size for Straining Teas and Cocktails or Sifting Flour, Su","2018-11-17 21-56-27","2018-11-19 15-30-38",Shipped,Amazon,Shipped,1,7.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,HOLLYWOOD,FL,33019-1806,US
113-5626376-0688208,B5-ECAA-225R-SL,B00UPOVWD0,"LiveFresh Fine Mesh Stainless Steel Mini Tea Strainer with Non Slip Handle - 3 inch - Ideal Size for Straining Teas and Cocktails or Sifting Flour, Su","2018-11-17 21-53-16","2018-11-19 15-29-33",Shipped,Amazon,Shipped,1,7.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"NEW YORK",NY,10128-1538,US
114-2585923-0389839,LF17CC505YD-112017-SL,B075TD8FYD,"LiveFresh Unbleached Cheesecloth with 50' All-Natural Unbleached Cooking Twine and Cheesemaking Guide eBook - Grade 50, 5.5 Yards (49.5sq feet) - Wash","2018-11-17 21-49-59","2018-11-19 01-09-21",Shipped,Amazon,Shipped,1,7.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Fenton,MI,48430-9596,US
113-9045048-3600252,FO-VS0D-4KOY,B01GAVLCGI,"LiveFresh Stainless Steel Heavy Duty Fine Mesh 13"" Splatter Screen with Resting Feet and Handle Grip","2018-11-17 21-45-10","2018-11-20 03-18-16",Shipped,Amazon,Shipped,1,8.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,REYNOLDSBURG,OH,43068-2331,US
114-0450455-5706642,0B-K1IQ-514W,B00UPOVWEO,"LiveFresh Premium Quality Fine Mesh Stainless Steel Strainer Sieve Colander - 7-5/8 Inch","2018-11-17 21-39-07","2018-11-18 10-17-28",Shipped,Amazon,Shipped,1,14.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"GRAND ISLAND",NY,14072-1017,US
113-9602648-6397013,B5-ECAA-225R-SL,B00UPOVWD0,"LiveFresh Fine Mesh Stainless Steel Mini Tea Strainer with Non Slip Handle - 3 inch - Ideal Size for Straining Teas and Cocktails or Sifting Flour, Su","2018-11-17 21-34-16","2018-11-19 15-30-36",Shipped,Amazon,Shipped,1,7.97,0.53,0.00,0.00,0.00,0.00,0.00,0.00,,"BELLE MEAD",NJ,08502-4023,US
114-7473572-4055426,0B-K1IQ-514W,B00UPOVWEO,"LiveFresh Premium Quality Fine Mesh Stainless Steel Strainer Sieve Colander - 7-5/8 Inch","2018-11-17 21-32-44","2018-11-18 20-26-19",Shipped,Amazon,Shipped,1,14.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,CAMBRIDGE,MA,02140-2580,US
113-0140303-9125059,LF17CC502YD-112017-SL,B075SLR878,"LiveFresh Unbleached Cheesecloth with 50' All-Natural Unbleached Cooking Twine and Cheesemaking Guide eBook - Grade 50, 2.5 Yards (22.5 sq. feet) - Wa","2018-11-17 21-01-55","2018-11-18 11-04-51",Shipped,Amazon,Shipped,1,5.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"FOUNTAIN HILLS",AZ,85268-5746,US
111-2019999-1872224,LF2017RMS22-072117-A,B074539PSF,"LiveFresh Large Stainless Steel Fine Mesh Strainer with Reinforced Frame and Sturdy Rubber Handle Grip - Designed for Chefs and Commercial Kitchens &","2018-11-17 20-52-05","2018-11-18 10-37-59",Shipped,Amazon,Shipped,1,16.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,BROOMFIELD,CO,80021,US
112-3193134-2589008,LF17CC502YD-112017-SL,B075SLR878,"LiveFresh Unbleached Cheesecloth with 50' All-Natural Unbleached Cooking Twine and Cheesemaking Guide eBook - Grade 50, 2.5 Yards (22.5 sq. feet) - Wa","2018-11-17 20-50-33","2018-11-18 11-04-08",Shipped,Amazon,Shipped,1,5.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"CAROLINA BEACH",NC,28428-6504,US
111-1518932-2349016,B5-ECAA-225R-SL,B00UPOVWD0,"LiveFresh Fine Mesh Stainless Steel Mini Tea Strainer with Non Slip Handle - 3 inch - Ideal Size for Straining Teas and Cocktails or Sifting Flour, Su","2018-11-17 20-29-59","2018-11-19 15-32-08",Shipped,Amazon,Shipped,1,7.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Chino,CA,91710-4313,US
114-2349473-1337812,AMC-GLOAD00060-0-070218-5,B000NJY1YO,"Glock Perfection OEM Safe Action Aluminum Sign","2018-11-17 20-17-41","2018-11-20 20-29-17",Shipped,Amazon,Shipped,1,11.36,0.68,0.00,0.00,0.00,0.00,0.00,0.00,,McDonald,PA,15057,US
113-1204538-8900236,ACD-EHP0003-0-101118-7.95,1613170483,"Evil Hat Productions Fate Worlds: Worlds on Fire","2018-11-17 20-17-21","2018-11-18 23-03-20",Shipped,Amazon,Shipped,1,20.82,1.72,0.00,0.00,0.00,0.00,0.00,0.00,,EDMOND,OKLAHOMA,73034-5101,US
113-3022238-5909064,B5-ECAA-225R-SL,B00UPOVWD0,"LiveFresh Fine Mesh Stainless Steel Mini Tea Strainer with Non Slip Handle - 3 inch - Ideal Size for Straining Teas and Cocktails or Sifting Flour, Su","2018-11-17 20-14-10","2018-11-19 15-40-00",Shipped,Amazon,Shipped,1,7.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"Laguna Hills",CA,92653,US
113-9046685-9392215,LF17CC505YD-112017-SL,B075TD8FYD,"LiveFresh Unbleached Cheesecloth with 50' All-Natural Unbleached Cooking Twine and Cheesemaking Guide eBook - Grade 50, 5.5 Yards (49.5sq feet) - Wash","2018-11-17 20-09-07","2018-11-19 01-29-50",Shipped,Amazon,Shipped,1,7.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,ANGOLA,IN,46703-2132,US
112-7921473-2667418,THD-QX0033-0-110518-5.94,B00C8AA776,"Spry Berryblast Mints (1x240 Ct)","2018-11-17 20-07-41","2018-11-18 16-57-24",Shipped,Amazon,Shipped,1,13.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Pleasantville,NY,10570,US
111-1902037-8657816,LF2017COX-070917-A,B073TQ3M87,"LiveFresh Over the Sink Micro-perforated Stainless Steel 4-Quart Colander with Non-Slip Handle Grips and Rubber Feet - Handles Extend to Fit Any Sink","2018-11-17 20-01-49","2018-11-18 05-04-22",Shipped,Amazon,Shipped,1,17.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,TAMPA,FL,33611-3135,US
112-2696716-7449034,LF2017RMS22-072117-A,B074539PSF,"LiveFresh Large Stainless Steel Fine Mesh Strainer with Reinforced Frame and Sturdy Rubber Handle Grip - Designed for Chefs and Commercial Kitchens &","2018-11-17 19-59-01","2018-11-19 03-56-14",Shipped,Amazon,Shipped,1,16.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Waukee,IOWA,50263,US
114-5852940-2920269,VSI-146655-0-102418-8.69,B0761N7FDK,"Cloud Star WMBL Grain Free Peanut Butter and Apples Dog Treats, 2.5 Pounds","2018-11-17 19-58-27","2018-11-18 13-10-32",Shipped,Amazon,Shipped,1,21.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Tustin,CA,92780,US
113-6749439-1985847,LF17CC502YD-112017-SL,B075SLR878,"LiveFresh Unbleached Cheesecloth with 50' All-Natural Unbleached Cooking Twine and Cheesemaking Guide eBook - Grade 50, 2.5 Yards (22.5 sq. feet) - Wa","2018-11-17 19-53-34","2018-11-17 19-54-06",Canceled,Amazon,Cancelled,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"SAN DIEGO",CA,92103-1044,US
111-5022571-0329802,0B-K1IQ-514W,B00UPOVWEO,"LiveFresh Premium Quality Fine Mesh Stainless Steel Strainer Sieve Colander - 7-5/8 Inch","2018-11-17 19-40-05","2018-11-19 23-51-47",Shipped,Amazon,Shipped,1,14.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"LONG ISLAND CITY",NY,11109-5938,US
112-5502825-0472215,B5-ECAA-225R-SL,B00UPOVWD0,"LiveFresh Fine Mesh Stainless Steel Mini Tea Strainer with Non Slip Handle - 3 inch - Ideal Size for Straining Teas and Cocktails or Sifting Flour, Su","2018-11-17 19-30-28","2018-11-21 16-52-06",Shipped,Amazon,Shipped,1,7.97,0.42,0.00,0.00,0.00,0.00,0.00,0.00,,STERLING,VA,20165-5185,US
114-1676054-2589006,CRW-250-101-279-0-102518-3.47,B000N8LMVK,"Hornady Small Primer Cleaner","2018-11-17 19-29-31","2018-11-18 20-36-44",Shipped,Amazon,Shipped,1,10.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,CARROLLTON,GA,30117-8309,US
112-1097675-8245040,B5-ECAA-225R-SL,B00UPOVWD0,"LiveFresh Fine Mesh Stainless Steel Mini Tea Strainer with Non Slip Handle - 3 inch - Ideal Size for Straining Teas and Cocktails or Sifting Flour, Su","2018-11-17 19-23-32","2018-11-19 15-32-06",Shipped,Amazon,Shipped,1,7.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"COAL VALLEY",ILLINOIS,61240-9634,US
111-3642175-3539423,9D-YS1D-95HO,B00XGL85HK,"LiveFresh Premium Fine Mesh Stainless Steel Strainer with Non Slip Handle for Quinoa, Tea, Soup, Sifting, Baking, Straining - 5-1/2 Inch","2018-11-17 19-21-23","2018-11-19 15-49-04",Shipped,Amazon,Shipped,1,14.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,WATERLOO,IA,50701-4251,US
113-8094730-1888218,LF17CC505YD-112017-SL,B075TD8FYD,"LiveFresh Unbleached Cheesecloth with 50' All-Natural Unbleached Cooking Twine and Cheesemaking Guide eBook - Grade 50, 5.5 Yards (49.5sq feet) - Wash","2018-11-17 19-17-57","2018-11-19 01-09-20",Shipped,Amazon,Shipped,1,7.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,BARRE,VT,05641-5110,US
112-7432533-6846657,LF2017RMS22-072117-A,B074539PSF,"LiveFresh Large Stainless Steel Fine Mesh Strainer with Reinforced Frame and Sturdy Rubber Handle Grip - Designed for Chefs and Commercial Kitchens &","2018-11-17 19-13-07","2018-11-20 01-30-57",Shipped,Amazon,Shipped,1,16.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,ROCKVILLE,MD,20853-1421,US
113-4326916-1530668,1H-VG33-OKFI,B0166P6QNM,"LiveFresh Stainless Steel Micro-Perforated 5-Quart Colander - Professional Strainer with Heavy Duty Handles and Self-draining Solid Ring Base - Dishwa","2018-11-17 19-11-18","2018-11-22 16-55-46",Shipped,Amazon,Shipped,1,19.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,HAMDEN,CT,06517-4014,US
114-3712479-4624225,LF2017RMS22-072117-A,B074539PSF,"LiveFresh Large Stainless Steel Fine Mesh Strainer with Reinforced Frame and Sturdy Rubber Handle Grip - Designed for Chefs and Commercial Kitchens &","2018-11-17 19-05-55","2018-11-20 03-24-47",Shipped,Amazon,Shipped,1,16.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,TOPANGA,CA,90290-3963,US
114-8880574-5945813,FO-VS0D-4KOY,B01GAVLCGI,"LiveFresh Stainless Steel Heavy Duty Fine Mesh 13"" Splatter Screen with Resting Feet and Handle Grip","2018-11-17 19-05-00","2018-11-19 09-23-31",Shipped,Amazon,Shipped,1,8.40,0.85,2.63,0.00,0.00,0.00,0.00,2.63,"US Core Free Shipping Promotion A3JU1FCINF5SD0",SEATTLE,WA,98118-3501,US
