"Order ID","Merchant Order ID",SKU,ASIN,Title,"Purchase Date","Last Update Date","Order Status",Fullfillment,"Item Status",Quantity,"Item Price","Item Tax","Shipping Price","Shipping Tax","Gift Price","Gift Tax","Item Promotional Discount","Shipping Promotional Discount","Promotional ID","Shipping City","Shipping State","Shipping Post","Shipping country"
111-4175731-5657858,111-4175731-5657858,5J-C9MU-08T2,B00RN907C2,"LiveFresh Mesh Strainer Stainless Set - Premium Fine Stainless Steel Fine Mesh Strainers Colanders and Sifters Crafted for Quinoa & Amaranth with Com",2018-12-31,2018-12-31,Shipped,Amazon,Shipped,1.0,20.97,,,,,,,,,AUSTIN,TX,78701-3865,US
112-2055808-3042642,112-2055808-3042642,CRW-250-006-135-0-080718-13.53,B0028M5U4E,"Brownell Acraglas Gel [Misc.]",2018-12-31,2018-12-31,Shipped,Amazon,Shipped,1.0,26.93,,,,,,,,,"SAN MARCOS",CA,92069-7367,US
113-3507881-5986612,113-3507881-5986612,1H-VG33-OKFI,B0166P6QNM,"LiveFresh Stainless Steel Micro-perforated 5-Quart Colander - Professional Strainer with Heavy Duty Handles and Self-draining Solid Ring Base - Dishwa",2018-12-31,2018-12-31,Shipped,Amazon,Shipped,1.0,20.75,,,,,,,,,"SAN ANTONIO",TX,78253-5072,US
111-4165211-9835460,111-4165211-9835460,GAS-PEL970076C-0-051618-7.99,B0000X6L78,"Peltor Sport Bull's Eye 9 Hearing Protector",2018-12-31,2018-12-31,Cancelled,Amazon,Cancelled,0.0,,,,,,,,,,Blacksburg,VA,24060,US
114-9923707-1653831,114-9923707-1653831,1H-VG33-OKFI,B0166P6QNM,"LiveFresh Stainless Steel Micro-perforated 5-Quart Colander - Professional Strainer with Heavy Duty Handles and Self-draining Solid Ring Base - Dishwa",2018-12-30,2018-12-31,Shipped,Amazon,Shipped,1.0,20.75,,,,,,,,,brooklyn,"New York",11201,US
111-8406166-4969869,111-8406166-4969869,0B-K1IQ-514W,B00UPOVWEO,"LiveFresh Premium Quality Fine Mesh Stainless Steel Strainer Sieve Colander - 7-5/8 Inch",2018-12-31,2018-12-31,Shipped,Amazon,Shipped,1.0,15.57,,,,,,,,,"SCOTTS VALLEY",CA,95066-3941,US
113-7036516-7953822,113-7036516-7953822,5J-C9MU-08T2,B00RN907C2,"LiveFresh Mesh Strainer Stainless Set - Premium Fine Stainless Steel Fine Mesh Strainers Colanders and Sifters Crafted for Quinoa & Amaranth with Com",2018-12-31,2018-12-31,Shipped,Amazon,Shipped,1.0,20.97,1.55,,,,,,,,"SAINT PAUL",MN,55113-1839,US
114-0408707-2004213,114-0408707-2004213,5J-C9MU-08T2,B00RN907C2,"LiveFresh Mesh Strainer Stainless Set - Premium Fine Stainless Steel Fine Mesh Strainers Colanders and Sifters Crafted for Quinoa & Amaranth with Com",2018-12-31,2018-12-31,Shipped,Amazon,Shipped,1.0,20.97,,,,,,,,,JEFFERSON,SD,57038,US
112-0283041-4073804,112-0283041-4073804,1H-VG33-OKFI,B0166P6QNM,"LiveFresh Stainless Steel Micro-perforated 5-Quart Colander - Professional Strainer with Heavy Duty Handles and Self-draining Solid Ring Base - Dishwa",2018-12-31,2018-12-31,Shipped,Amazon,Shipped,1.0,20.75,,,,,,,,,"Coeur D Alene",ID,83815-9541,US
112-8401317-5589830,112-8401317-5589830,1H-VG33-OKFI,B0166P6QNM,"LiveFresh Stainless Steel Micro-perforated 5-Quart Colander - Professional Strainer with Heavy Duty Handles and Self-draining Solid Ring Base - Dishwa",2018-12-31,2018-12-31,Shipped,Amazon,Shipped,1.0,20.75,,,,,,,,,SUNNYVALE,CA,94086-8712,US
113-9930702-7341865,113-9930702-7341865,LF2017RMS22-072117-A,B074539PSF,"LiveFresh Large Stainless Steel Fine Mesh Strainer with Reinforced Frame and Sturdy Rubber Handle Grip - Designed for Chefs and Commercial Kitchens &",2018-12-31,2018-12-31,Shipped,Amazon,Shipped,1.0,17.97,,3.99,,,,,3.99,,"SANTA MONICA",CA,90404-4643,US
112-5944129-4455445,112-5944129-4455445,5J-C9MU-08T2,B00RN907C2,"LiveFresh Mesh Strainer Stainless Set - Premium Fine Stainless Steel Fine Mesh Strainers Colanders and Sifters Crafted for Quinoa & Amaranth with Com",2018-12-31,2018-12-31,Pending,Amazon,Unshipped,1.0,20.97,,,,,,,,,CUPERTINO,CA,95014-6811,US
114-1314623-6164260,114-1314623-6164260,5J-C9MU-08T2,B00RN907C2,"LiveFresh Mesh Strainer Stainless Set - Premium Fine Stainless Steel Fine Mesh Strainers Colanders and Sifters Crafted for Quinoa & Amaranth with Com",2018-12-30,2018-12-31,Shipped,Amazon,Shipped,1.0,20.97,,,,,,,,,"LA CRESCENTA",CA,91214-1463,US
112-2879147-1350616,112-2879147-1350616,LF2017RMS22-072117-A,B074539PSF,"LiveFresh Large Stainless Steel Fine Mesh Strainer with Reinforced Frame and Sturdy Rubber Handle Grip - Designed for Chefs and Commercial Kitchens &",2018-12-31,2018-12-31,Pending,Amazon,Unshipped,1.0,17.97,,,,,,,,,OVIEDO,FL,32765-7956,US
112-5273318-2337062,112-5273318-2337062,1H-VG33-OKFI,B0166P6QNM,"LiveFresh Stainless Steel Micro-perforated 5-Quart Colander - Professional Strainer with Heavy Duty Handles and Self-draining Solid Ring Base - Dishwa",2018-12-30,2018-12-31,Shipped,Amazon,Shipped,1.0,20.75,,,,,,,,,Bountiful,UT,84010,US
114-8512408-1912236,114-8512408-1912236,5J-C9MU-08T2,B00RN907C2,"LiveFresh Mesh Strainer Stainless Set - Premium Fine Stainless Steel Fine Mesh Strainers Colanders and Sifters Crafted for Quinoa & Amaranth with Com",2018-12-31,2018-12-31,Shipped,Amazon,Shipped,1.0,20.97,,,,,,,,,SMYRNA,TN,37167-5702,US
114-1806454-4415406,114-1806454-4415406,1H-VG33-OKFI,B0166P6QNM,"LiveFresh Stainless Steel Micro-perforated 5-Quart Colander - Professional Strainer with Heavy Duty Handles and Self-draining Solid Ring Base - Dishwa",2018-12-31,2018-12-31,Shipped,Amazon,Shipped,1.0,20.75,,1.49,,,,,1.49,,"SAN FRANCISCO",CA,94158-1682,US
114-9252163-0074600,114-9252163-0074600,ESP-2730077-0-053118-7.64,B002DYIZEE,"OPTIMUM NUTRITION Micronized Creatine Monohydrate Powder Unflavored 300g",2018-12-31,2018-12-31,Pending,Amazon,Unshipped,1.0,16.25,,,,,,,,,RALEIGH,NC,27614-6564,US
114-7482767-4849816,114-7482767-4849816,1H-VG33-OKFI,B0166P6QNM,"LiveFresh Stainless Steel Micro-perforated 5-Quart Colander - Professional Strainer with Heavy Duty Handles and Self-draining Solid Ring Base - Dishwa",2018-12-30,2018-12-31,Shipped,Amazon,Shipped,1.0,20.75,,,,,,,,,CLOVIS,NM,88101-9299,US
113-1984726-0785833,113-1984726-0785833,9D-YS1D-95HO,B00XGL85HK,"LiveFresh Premium Fine Mesh Stainless Steel Strainer with Non Slip Handle for Quinoa Tea Soup Sifting Baking Straining - 5-1/2 Inch",2018-12-31,2018-12-31,Shipped,Amazon,Shipped,1.0,14.97,,,,,,,,,RENO,NV,89521-3045,US
114-8955242-4081828,114-8955242-4081828,1H-VG33-OKFI,B0166P6QNM,"LiveFresh Stainless Steel Micro-perforated 5-Quart Colander - Professional Strainer with Heavy Duty Handles and Self-draining Solid Ring Base - Dishwa",2018-12-30,2018-12-31,Shipped,Amazon,Shipped,1.0,20.75,,,,,,,,,"LA CROSSE",WI,54601-8381,US
113-2954909-9640232,113-2954909-9640232,5J-C9MU-08T2,B00RN907C2,"LiveFresh Mesh Strainer Stainless Set - Premium Fine Stainless Steel Fine Mesh Strainers Colanders and Sifters Crafted for Quinoa & Amaranth with Com",2018-12-31,2018-12-31,Pending,Amazon,Unshipped,1.0,20.97,,,,,,,,,PHOENIX,AZ,85018-4707,US
113-1085370-0019450,113-1085370-0019450,5J-C9MU-08T2,B00RN907C2,"LiveFresh Mesh Strainer Stainless Set - Premium Fine Stainless Steel Fine Mesh Strainers Colanders and Sifters Crafted for Quinoa & Amaranth with Com",2018-12-30,2018-12-31,Shipped,Amazon,Shipped,1.0,20.97,,,,,,,,,CHICOPEE,MA,01013-1443,US
112-7314439-5089826,112-7314439-5089826,5J-C9MU-08T2,B00RN907C2,"LiveFresh Mesh Strainer Stainless Set - Premium Fine Stainless Steel Fine Mesh Strainers Colanders and Sifters Crafted for Quinoa & Amaranth with Com",2018-12-31,2018-12-31,Pending,Amazon,Unshipped,1.0,20.97,,,,,,,,,Sunnyvale,CA,94089,US
111-0227929-8145831,111-0227929-8145831,5J-C9MU-08T2,B00RN907C2,"LiveFresh Mesh Strainer Stainless Set - Premium Fine Stainless Steel Fine Mesh Strainers Colanders and Sifters Crafted for Quinoa & Amaranth with Com",2018-12-31,2018-12-31,Pending,Amazon,Unshipped,1.0,20.97,,,,,,,,,CAMARILLO,CA,93010-9292,US
111-8461159-9332232,111-8461159-9332232,1H-VG33-OKFI,B0166P6QNM,"LiveFresh Stainless Steel Micro-perforated 5-Quart Colander - Professional Strainer with Heavy Duty Handles and Self-draining Solid Ring Base - Dishwa",2018-12-31,2018-12-31,Pending,Amazon,Unshipped,1.0,20.75,,,,,,,,,Osseo,WI,54758,US
113-3581450-7965034,113-3581450-7965034,5J-C9MU-08T2,B00RN907C2,"LiveFresh Mesh Strainer Stainless Set - Premium Fine Stainless Steel Fine Mesh Strainers Colanders and Sifters Crafted for Quinoa & Amaranth with Com",2018-12-31,2018-12-31,Shipped,Amazon,Shipped,1.0,20.97,,,,,,,,,ROSEVILLE,CA,95747-8777,US
114-3078548-1683441,114-3078548-1683441,LF2017RMS22-072117-A,B074539PSF,"LiveFresh Large Stainless Steel Fine Mesh Strainer with Reinforced Frame and Sturdy Rubber Handle Grip - Designed for Chefs and Commercial Kitchens &",2018-12-30,2018-12-31,Shipped,Amazon,Shipped,1.0,17.97,,,,,,,,,"FAIR OAKS",CA,95628-6493,US
113-8671443-7829849,113-8671443-7829849,5J-C9MU-08T2,B00RN907C2,"LiveFresh Mesh Strainer Stainless Set - Premium Fine Stainless Steel Fine Mesh Strainers Colanders and Sifters Crafted for Quinoa & Amaranth with Com",2018-12-31,2018-12-31,Shipped,Amazon,Shipped,1.0,20.97,,,,,,,,,MERIDIAN,ID,83642-9304,US
114-7681246-9401033,114-7681246-9401033,5J-C9MU-08T2,B00RN907C2,"LiveFresh Mesh Strainer Stainless Set - Premium Fine Stainless Steel Fine Mesh Strainers Colanders and Sifters Crafted for Quinoa & Amaranth with Com",2018-12-31,2018-12-31,Pending,Amazon,Unshipped,1.0,20.97,,,,,,,,,"SAN ANTONIO",TX,78212-1750,US
112-7533951-5948213,112-7533951-5948213,1A-FJZB-LCK3,B0166PC46A,"LiveFresh Premium Grease Splatter Screen for Frying Pan 13"" - Stops 99% of Hot Oil Splash - Protects Skin from Burns - Splatter Guard for Cooking - Ir",2018-12-30,2018-12-31,Shipped,Amazon,Shipped,1.0,11.99,,,,,,,,,ADA,MI,49301-8609,US
112-0805567-9327428,112-0805567-9327428,0B-K1IQ-514W,B00UPOVWEO,"LiveFresh Premium Quality Fine Mesh Stainless Steel Strainer Sieve Colander - 7-5/8 Inch",2018-12-31,2018-12-31,Shipped,Amazon,Shipped,1.0,15.57,,,,,,,,,GLENDALE,CA,91204-1415,US
113-7397947-1096238,113-7397947-1096238,5J-C9MU-08T2,B00RN907C2,"LiveFresh Mesh Strainer Stainless Set - Premium Fine Stainless Steel Fine Mesh Strainers Colanders and Sifters Crafted for Quinoa & Amaranth with Com",2018-12-31,2018-12-31,Shipped,Amazon,Shipped,1.0,20.97,,,,,,,,,"MOUNT SHASTA",CA,96067-9057,US
111-4307928-3701850,111-4307928-3701850,9D-YS1D-95HO,B00XGL85HK,"LiveFresh Premium Fine Mesh Stainless Steel Strainer with Non Slip Handle for Quinoa Tea Soup Sifting Baking Straining - 5-1/2 Inch",2018-12-31,2018-12-31,Pending,Amazon,Unshipped,1.0,14.97,,,,,,,,,MARLBORO,NJ,07746-2324,US
112-2072270-2791453,112-2072270-2791453,0B-K1IQ-514W,B00UPOVWEO,"LiveFresh Premium Quality Fine Mesh Stainless Steel Strainer Sieve Colander - 7-5/8 Inch",2018-12-31,2018-12-31,Pending,Amazon,Unshipped,1.0,15.57,,,,,,,,,DICKINSON,ND,58601-4323,US
111-8899316-4696211,111-8899316-4696211,9D-YS1D-95HO,B00XGL85HK,"LiveFresh Premium Fine Mesh Stainless Steel Strainer with Non Slip Handle for Quinoa Tea Soup Sifting Baking Straining - 5-1/2 Inch",2018-12-31,2018-12-31,Shipped,Amazon,Shipped,1.0,14.97,0.99,2.99,,,,,2.99,,BELLMAWR,NJ,08031-1644,US
113-1859501-3825842,113-1859501-3825842,ESP-2730077-0-053118-7.64,B002DYIZEE,"OPTIMUM NUTRITION Micronized Creatine Monohydrate Powder Unflavored 300g",2018-12-31,2018-12-31,Pending,Amazon,Unshipped,1.0,16.25,,,,,,,,,LINDEN,VA,22642-5536,US
114-7914884-4158630,114-7914884-4158630,LF17CC505YD-112017-SL,B075TD8FYD,"LiveFresh Unbleached Cheesecloth with 50' All-Natural Unbleached Cooking Twine and Cheesemaking Guide eBook - Grade 50 5.5 Yards (49.5sq feet) - Wash",2018-12-31,2018-12-31,Pending,Amazon,Unshipped,1.0,7.97,,,,,,,,,QUINAULT,WA,98575-9710,US
113-6028070-6848237,113-6028070-6848237,GSP-300044-0-082418-15.89,B07DJZ4WTR,"ProMag Sig Sauer P938 9mm (10) Rd Blue Steel",2018-12-31,2018-12-31,Pending,Amazon,Unshipped,1.0,37.48,,,,,,,,"US Core Free Shipping Promotion A3JU1FCINF5SD0",LOWELL,IN,46356-9624,US
111-2459872-2553053,111-2459872-2553053,LMP-W00094-0-091018-2.31,B00BS992JC,"Shrimp Pellets",2018-12-31,2018-12-31,Pending,Amazon,Unshipped,1.0,9.69,,,,,,,,"US Core Free Shipping Promotion A3JU1FCINF5SD0",SCOTTSBORO,ALABAMA,35768-2509,US
112-1939739-6425867,112-1939739-6425867,1H-VG33-OKFI,B0166P6QNM,"LiveFresh Stainless Steel Micro-perforated 5-Quart Colander - Professional Strainer with Heavy Duty Handles and Self-draining Solid Ring Base - Dishwa",2018-12-31,2018-12-31,Shipped,Amazon,Shipped,1.0,20.75,,,,,,,,,"ROCKY RIVER",OH,44116-2818,US
111-0919759-5772262,111-0919759-5772262,LF2017RMS22-072117-A,B074539PSF,"LiveFresh Large Stainless Steel Fine Mesh Strainer with Reinforced Frame and Sturdy Rubber Handle Grip - Designed for Chefs and Commercial Kitchens &",2018-12-31,2018-12-31,Shipped,Amazon,Shipped,1.0,17.97,,,,,,,,,CALDWELL,ID,83607-8815,US
114-3570488-2633045,114-3570488-2633045,0B-K1IQ-514W,B00UPOVWEO,"LiveFresh Premium Quality Fine Mesh Stainless Steel Strainer Sieve Colander - 7-5/8 Inch",2018-12-31,2018-12-31,Shipped,Amazon,Shipped,1.0,15.57,,3.99,,,,,3.99,,CELINA,TEXAS,75009-4636,US
111-2372072-8989043,111-2372072-8989043,RSR-SCOAC1980-55.2-091218-43.88,B01KYETOX0,"SLNCO SCOAC1980 Scow Suppressor Cover 7.6"" FDE Gun Stock Accessories",2018-12-30,2018-12-31,Shipped,Amazon,Shipped,1.0,67.42,,,,,,,,,LUFKIN,TX,75901-6621,US
114-1289138-7089869,114-1289138-7089869,9D-YS1D-95HO,B00XGL85HK,"LiveFresh Premium Fine Mesh Stainless Steel Strainer with Non Slip Handle for Quinoa Tea Soup Sifting Baking Straining - 5-1/2 Inch",2018-12-31,2018-12-31,Shipped,Amazon,Shipped,1.0,14.97,0.79,,,,,,,,FAIRFAX,VA,22030-8638,US
113-5817968-6961810,113-5817968-6961810,1H-VG33-OKFI,B0166P6QNM,"LiveFresh Stainless Steel Micro-perforated 5-Quart Colander - Professional Strainer with Heavy Duty Handles and Self-draining Solid Ring Base - Dishwa",2018-12-31,2018-12-31,Shipped,Amazon,Shipped,1.0,20.75,1.32,,,,,,,,Colchester,CT,6415,US
112-5174973-1378663,112-5174973-1378663,ESP-2730077-0-053118-7.64,B002DYIZEE,"OPTIMUM NUTRITION Micronized Creatine Monohydrate Powder Unflavored 300g",2018-12-30,2018-12-31,Shipped,Amazon,Shipped,1.0,16.00,,,,,,,,,"Kansas City",MO,64119-7619,US
113-2967242-4114615,113-2967242-4114615,1H-VG33-OKFI,B0166P6QNM,"LiveFresh Stainless Steel Micro-perforated 5-Quart Colander - Professional Strainer with Heavy Duty Handles and Self-draining Solid Ring Base - Dishwa",2018-12-30,2018-12-31,Shipped,Amazon,Shipped,1.0,20.75,,,,,,,,,Potomac,MD,20854-4233,US
113-5722190-1512232,113-5722190-1512232,5J-C9MU-08T2,B00RN907C2,"LiveFresh Mesh Strainer Stainless Set - Premium Fine Stainless Steel Fine Mesh Strainers Colanders and Sifters Crafted for Quinoa & Amaranth with Com",2018-12-31,2018-12-31,Pending,Amazon,Unshipped,1.0,20.97,,,,,,,,,MANCHACA,TX,78652-4514,US
112-9593735-7508214,112-9593735-7508214,9D-YS1D-95HO,B00XGL85HK,"LiveFresh Premium Fine Mesh Stainless Steel Strainer with Non Slip Handle for Quinoa Tea Soup Sifting Baking Straining - 5-1/2 Inch",2018-12-30,2018-12-31,Shipped,Amazon,Shipped,1.0,14.97,,,,,,,,,"Park Ridge",IL,60068,US
114-3254422-8835439,114-3254422-8835439,5J-C9MU-08T2,B00RN907C2,"LiveFresh Mesh Strainer Stainless Set - Premium Fine Stainless Steel Fine Mesh Strainers Colanders and Sifters Crafted for Quinoa & Amaranth with Com",2018-12-30,2018-12-31,Shipped,Amazon,Shipped,1.0,20.97,,,,,,,,,BROOKFIELD,IL,60513-1335,US
113-9544924-7109015,113-9544924-7109015,LF2017RMS22-072117-A,B074539PSF,"LiveFresh Large Stainless Steel Fine Mesh Strainer with Reinforced Frame and Sturdy Rubber Handle Grip - Designed for Chefs and Commercial Kitchens &",2018-12-31,2018-12-31,Pending,Amazon,Unshipped,1.0,17.97,,,,,,,,,"Santa Maria",CA,93455,US
112-5309898-0229005,112-5309898-0229005,1H-VG33-OKFI,B0166P6QNM,"LiveFresh Stainless Steel Micro-perforated 5-Quart Colander - Professional Strainer with Heavy Duty Handles and Self-draining Solid Ring Base - Dishwa",2018-12-31,2018-12-31,Pending,Amazon,Unshipped,1.0,20.75,,,,,,,,,"Oklahoma City",OK,73112,US
114-1839192-1914624,114-1839192-1914624,LF2017RMS22-072117-A,B074539PSF,"LiveFresh Large Stainless Steel Fine Mesh Strainer with Reinforced Frame and Sturdy Rubber Handle Grip - Designed for Chefs and Commercial Kitchens &",2018-12-30,2018-12-31,Shipped,Amazon,Shipped,1.0,17.97,,,,,,,,,"La Habra",CA,90631-7673,US
113-8988111-2570622,113-8988111-2570622,1H-VG33-OKFI,B0166P6QNM,"LiveFresh Stainless Steel Micro-perforated 5-Quart Colander - Professional Strainer with Heavy Duty Handles and Self-draining Solid Ring Base - Dishwa",2018-12-31,2018-12-31,Pending,Amazon,Unshipped,1.0,20.75,,,,,,,,,"STATEN ISLAND",NY,10308-2352,US
111-0921224-0004212,111-0921224-0004212,LF2017RMS22-072117-A,B074539PSF,"LiveFresh Large Stainless Steel Fine Mesh Strainer with Reinforced Frame and Sturdy Rubber Handle Grip - Designed for Chefs and Commercial Kitchens &",2018-12-31,2018-12-31,Pending,Amazon,Unshipped,1.0,17.97,,,,,,,,,"EAST LIVERPOOL",OHIO,43920-3256,US
112-9988327-3577023,112-9988327-3577023,5J-C9MU-08T2,B00RN907C2,"LiveFresh Mesh Strainer Stainless Set - Premium Fine Stainless Steel Fine Mesh Strainers Colanders and Sifters Crafted for Quinoa & Amaranth with Com",2018-12-30,2018-12-31,Shipped,Amazon,Shipped,1.0,20.97,,,,,,,,,PHOENIX,MD,21131-1810,US
114-4128157-6220222,114-4128157-6220222,LF2017RMS22-072117-A,B074539PSF,"LiveFresh Large Stainless Steel Fine Mesh Strainer with Reinforced Frame and Sturdy Rubber Handle Grip - Designed for Chefs and Commercial Kitchens &",2018-12-30,2018-12-31,Shipped,Amazon,Shipped,1.0,17.97,,,,,,,,,HERRIN,IL,62948-1216,US
112-2484157-2744223,112-2484157-2744223,BRK-BY22SBK-0-070318-17.45,B00F7FLJ08,"Hawkbill Black FRN Handle Serrated",2018-12-31,2018-12-31,Pending,Amazon,Unshipped,1.0,30.77,,,,,,,,,"San Diego",CA,92122,US
111-7212025-0325043,111-7212025-0325043,1A-FJZB-LCK3,B0166PC46A,"LiveFresh Premium Grease Splatter Screen for Frying Pan 13"" - Stops 99% of Hot Oil Splash - Protects Skin from Burns - Splatter Guard for Cooking - Ir",2018-12-31,2018-12-31,Shipped,Amazon,Shipped,1.0,11.99,,,,,,,,,"SALT ROCK",WV,25559-5908,US
111-5776672-3626606,111-5776672-3626606,LMP-W00094-0-091018-2.19,B00BS992JC,"Shrimp Pellets",2018-12-30,2018-12-31,Shipped,Amazon,Shipped,1.0,9.52,,,,,,,,,DAVIE,FL,33328-6760,US
113-1332759-3741046,113-1332759-3741046,1H-VG33-OKFI,B0166P6QNM,"LiveFresh Stainless Steel Micro-perforated 5-Quart Colander - Professional Strainer with Heavy Duty Handles and Self-draining Solid Ring Base - Dishwa",2018-12-31,2018-12-31,Shipped,Amazon,Shipped,1.0,20.75,,1.50,,,,,1.50,,MESA,AZ,85213-1416,US
111-3485427-5293815,111-3485427-5293815,5J-C9MU-08T2,B00RN907C2,"LiveFresh Mesh Strainer Stainless Set - Premium Fine Stainless Steel Fine Mesh Strainers Colanders and Sifters Crafted for Quinoa & Amaranth with Com",2018-12-31,2018-12-31,Shipped,Amazon,Shipped,1.0,20.97,2.16,,,,,,,,LYNNWOOD,WA,98087-6252,US
112-9907456-6592212,112-9907456-6592212,LF2017RMS22-072117-A,B074539PSF,"LiveFresh Large Stainless Steel Fine Mesh Strainer with Reinforced Frame and Sturdy Rubber Handle Grip - Designed for Chefs and Commercial Kitchens &",2018-12-31,2018-12-31,Shipped,Amazon,Shipped,1.0,17.97,,,,,,,,,BERKELEY,CA,94705,US
113-4449081-7095433,113-4449081-7095433,5J-C9MU-08T2,B00RN907C2,"LiveFresh Mesh Strainer Stainless Set - Premium Fine Stainless Steel Fine Mesh Strainers Colanders and Sifters Crafted for Quinoa & Amaranth with Com",2018-12-31,2018-12-31,Pending,Amazon,Unshipped,1.0,20.97,,,,,,,,,Myersville,MD,21773,US
114-1391372-9368205,114-1391372-9368205,1H-VG33-OKFI,B0166P6QNM,"LiveFresh Stainless Steel Micro-perforated 5-Quart Colander - Professional Strainer with Heavy Duty Handles and Self-draining Solid Ring Base - Dishwa",2018-12-31,2018-12-31,Pending,Amazon,Unshipped,1.0,20.75,,,,,,,,,LLANO,TX,78643-5795,US
112-1194044-6611415,112-1194044-6611415,BRK-CR4030-0-112618-15.99,B004YTL2P0,"Graham Bros. Folding Razel Micarta Handle Plain",2018-12-31,2018-12-31,Pending,Amazon,Unshipped,1.0,27.54,,,,,,,,,ORANGE,CA,92867-4406,US
111-2005994-5558624,111-2005994-5558624,5J-C9MU-08T2,B00RN907C2,"LiveFresh Mesh Strainer Stainless Set - Premium Fine Stainless Steel Fine Mesh Strainers Colanders and Sifters Crafted for Quinoa & Amaranth with Com",2018-12-30,2018-12-31,Shipped,Amazon,Shipped,1.0,20.97,,1.88,,,,,1.88,"US Core Free Shipping Promotion A3JU1FCINF5SD0",PORTLAND,OREGON,97231-1056,US
113-7184953-1814642,113-7184953-1814642,1H-VG33-OKFI,B0166P6QNM,"LiveFresh Stainless Steel Micro-perforated 5-Quart Colander - Professional Strainer with Heavy Duty Handles and Self-draining Solid Ring Base - Dishwa",2018-12-30,2018-12-31,Shipped,Amazon,Shipped,1.0,20.75,,,,,,,,,"LOS ANGELES",CA,90049-1615,US
112-8839671-1366666,112-8839671-1366666,5J-C9MU-08T2,B00RN907C2,"LiveFresh Mesh Strainer Stainless Set - Premium Fine Stainless Steel Fine Mesh Strainers Colanders and Sifters Crafted for Quinoa & Amaranth with Com",2018-12-30,2018-12-31,Shipped,Amazon,Shipped,1.0,20.97,,,,,,,,,LUTZ,FL,33559-3949,US
112-8003611-2013822,112-8003611-2013822,ESP-2730077-0-053118-7.64,B002DYIZEE,"OPTIMUM NUTRITION Micronized Creatine Monohydrate Powder Unflavored 300g",2018-12-30,2018-12-31,Shipped,Amazon,Shipped,1.0,16.00,,,,,,,,,HILLSIDE,ILLINOIS,60162-1752,US
114-1927654-9273032,114-1927654-9273032,0B-K1IQ-514W,B00UPOVWEO,"LiveFresh Premium Quality Fine Mesh Stainless Steel Strainer Sieve Colander - 7-5/8 Inch",2018-12-31,2018-12-31,Cancelled,Amazon,Cancelled,0.0,,,,,,,,,,"SIOUX FALLS",SD,57106-2053,US
111-3336564-0479467,111-3336564-0479467,BRK-RKEP801SF-29.95-122018-16.98,B06XD65VQF,"RUIKE RKEP801SF P801 Framelock Knife",2018-12-31,2018-12-31,Shipped,Amazon,Shipped,1.0,29.95,,,,,,,,,CINCINNATI,OH,45218-1034,US
114-6744240-9095415,114-6744240-9095415,9D-YS1D-95HO,B00XGL85HK,"LiveFresh Premium Fine Mesh Stainless Steel Strainer with Non Slip Handle for Quinoa Tea Soup Sifting Baking Straining - 5-1/2 Inch",2018-12-30,2018-12-31,Shipped,Amazon,Shipped,1.0,14.97,0.90,,,,,,,,SPRINGFIELD,PA,19064-2001,US
111-0633708-6693010,111-0633708-6693010,9D-YS1D-95HO,B00XGL85HK,"LiveFresh Premium Fine Mesh Stainless Steel Strainer with Non Slip Handle for Quinoa Tea Soup Sifting Baking Straining - 5-1/2 Inch",2018-12-30,2018-12-31,Shipped,Amazon,Shipped,1.0,14.97,,,,,,,,,TEMECULA,CA,92591-1889,US
112-3555645-8653831,112-3555645-8653831,9D-YS1D-95HO,B00XGL85HK,"LiveFresh Premium Fine Mesh Stainless Steel Strainer with Non Slip Handle for Quinoa Tea Soup Sifting Baking Straining - 5-1/2 Inch",2018-12-30,2018-12-31,Shipped,Amazon,Shipped,1.0,14.97,,,,,,,,,PITTSFORD,NY,14534-3231,US
112-4731791-0618602,112-4731791-0618602,9D-YS1D-95HO,B00XGL85HK,"LiveFresh Premium Fine Mesh Stainless Steel Strainer with Non Slip Handle for Quinoa Tea Soup Sifting Baking Straining - 5-1/2 Inch",2018-12-30,2018-12-31,Shipped,Amazon,Shipped,1.0,14.97,,,,,,,,,Prattville,AL,36067-3824,US
112-5292049-1502608,112-5292049-1502608,LMP-FF97095-0-101818-6.35,B00K6ZR3PY,"Four Paws Magic Coat Dog Grooming Rotating Pin Comb",2018-12-30,2018-12-31,Shipped,Amazon,Shipped,1.0,16.95,,,,,,,,,BRIGHTON,MA,02135-4677,US
111-6317223-4397063,111-6317223-4397063,1A-FJZB-LCK3,B0166PC46A,"LiveFresh Premium Grease Splatter Screen for Frying Pan 13"" - Stops 99% of Hot Oil Splash - Protects Skin from Burns - Splatter Guard for Cooking - Ir",2018-12-31,2018-12-31,Cancelled,Amazon,Cancelled,0.0,,,,,,,,,,Houston,TX,77095-3758,US
112-8531801-4797063,112-8531801-4797063,1H-VG33-OKFI,B0166P6QNM,"LiveFresh Stainless Steel Micro-perforated 5-Quart Colander - Professional Strainer with Heavy Duty Handles and Self-draining Solid Ring Base - Dishwa",2018-12-31,2018-12-31,Pending,Amazon,Unshipped,1.0,20.75,,,,,,,,,"FOREST HILLS",NY,11375-2606,US
